"","pop","fun","family","temp","rep","date","stage","num","count","per","per_arc","fail","fail_arc","per_arc_pi","per_log"
"2355","MX","pff_cerato","Cerato","GC",2355,"D124",1,120,0,0,0,100,1.5707963267949,0,0
"2356","MX","pff_cerato","Cerato","GC",2356,"D124",1,54,10,18.5185185185185,0.444859969337947,81.4814814814815,1.12593635745695,25.4885987173836,2.97136368253703
"2357","MX","pff_cerato","Cerato","GC",2357,"D124",1,73,28,38.3561643835616,0.66788082331569,61.6438356164384,0.902915503479206,38.2667523937117,3.6726526178309
"2358","MX","pff_cerato","Cerato","GC",2358,"D124",1,53,19,35.8490566037736,0.641928057428431,64.1509433962264,0.928868269366465,36.7797684416807,3.60683001732456
"2359","MX","pff_cerato","Cerato","GC",2359,"D124",1,82,9,10.9756097560976,0.337675307419772,89.0243902439024,1.23312101937512,19.3473699609355,2.48287206109021
"2360","MX","pff_cerato","Cerato","GC",2360,"D124",1,79,16,20.253164556962,0.466804711494029,79.746835443038,1.10399161530087,26.7459398254299,3.05650580461052
"2361","MX","pev_cerato","Cerato","RT",2361,"D124",1,0,0,0,0,100,1.5707963267949,0,0
"2362","MX","pev_cerato","Cerato","RT",2362,"D124",1,0,0,0,0,100,1.5707963267949,0,0
"2363","MX","pev_cerato","Cerato","RT",2363,"D124",1,0,0,0,0,100,1.5707963267949,0,0
"2364","MX","pev_cerato","Cerato","RT",2364,"D124",1,232,99,42.6724137931034,0.711857437463028,57.3275862068966,0.858938889331869,40.7864267816294,3.77671663945526
"2365","MX","pev_cerato","Cerato","RT",2365,"D124",1,0,0,0,0,100,1.5707963267949,0,0
"2366","MX","pev_cerato","Cerato","RT",2366,"D124",1,114,30,26.3157894736842,0.538663466080787,73.6842105263158,1.03213286071411,30.8631431843175,3.30746490399945
"2367","MX","pev_cerato","Cerato","RT",2367,"D124",1,146,74,50.6849315068493,0.792247692699178,49.3150684931507,0.778548634095718,45.3924491206403,3.94516627881592
"2368","MX","pev_cerato","Cerato","RT",2368,"D124",1,152,34,22.3684210526316,0.492638918708517,77.6315789473684,1.07815740808638,28.2261308658865,3.15138558326578
